1964	1																			
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	23	23	18	17	19	18
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	45	42	35	23	-9999	-9999	25	20	19	18
-9999	-9999	-9999	-9999	-9999	-9999	-9999	29	29	36	44	49	43	36	31	31	36	32	25	19	18
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	29	38	46	45	42	39	36	36	34	26	-9999	19	18
-9999	-9999	-9999	-9999	-9999	-9999	31	32	30	37	44	42	41	38	34	33	29	23	18	17	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	31	31	33	40	42	37	33	30	29	25	21	19	-9999	-9999
-9999	-9999	-9999	-9999	-9999	25	26	29	33	36	38	38	35	30	27	24	21	20	-9999	-9999	-9999
-9999	-9999	-9999	-9999	21	24	26	28	30	32	33	34	33	30	25	21	20	20	-9999	-9999	-9999
-9999	-9999	-9999	18	19	19	21	22	23	26	27	28	28	26	21	19	19	19	-9999	-9999	-9999
-9999	18	18	15	13	15	17	19	20	21	22	22	22	20	18	17	17	-9999	-9999	-9999	-9999
-9999	-9999	17	15	14	14	15	17	18	17	16	17	18	17	17	18	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	18	20	17	14	16	17	15	13	15	18	18	16	16	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	19	-9999	-9999	-9999	15	17	16	15	17	18	17	16	15	12	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	17	16	16	16	15	16	15	11	9	8	0	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	17	15	14	15	16	15	14	11	9	8	0	-9999
1964	2																			
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	18	19	24	25	21	18
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	28	27	25	21	-9999	-9999	24	25	23	22
-9999	-9999	-9999	-9999	-9999	-9999	-9999	30	30	30	29	28	29	31	27	25	28	25	23	27	27
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	30	29	30	30	34	36	35	39	37	26	-9999	22	25
-9999	-9999	-9999	-9999	-9999	-9999	30	31	30	29	33	38	38	37	38	40	35	28	21	19	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	30	31	31	34	38	39	39	37	37	34	30	22	-9999	-9999
-9999	-9999	-9999	-9999	-9999	27	30	33	34	34	34	35	38	39	36	34	32	30	-9999	-9999	-9999
-9999	-9999	-9999	-9999	19	27	30	32	34	33	33	35	36	36	32	27	26	26	-9999	-9999	-9999
-9999	-9999	-9999	17	20	23	24	24	26	26	27	29	29	28	25	22	21	21	-9999	-9999	-9999
-9999	16	16	14	14	16	18	18	18	19	20	21	21	21	20	19	19	-9999	-9999	-9999	-9999
-9999	-9999	15	14	13	13	14	15	15	15	15	18	19	18	17	16	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	15	17	15	14	14	14	14	16	19	19	17	14	14	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	16	-9999	-9999	-9999	15	16	16	16	16	15	15	14	13	13	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	17	17	15	13	14	14	13	12	11	10	0	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	16	17	16	14	14	13	12	12	11	10	0	-9999
1964	3																			
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	23	23	26	29	28	25
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	30	31	31	27	-9999	-9999	27	32	30	26
-9999	-9999	-9999	-9999	-9999	-9999	-9999	27	27	27	28	29	30	30	30	28	30	31	33	33	28
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	27	26	27	30	31	30	30	31	32	30	-9999	26	25
-9999	-9999	-9999	-9999	-9999	-9999	20	22	28	30	33	36	35	34	30	28	27	25	23	23	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	26	31	35	38	36	34	34	33	32	29	27	25	-9999	-9999
-9999	-9999	-9999	-9999	-9999	24	29	36	37	36	36	35	33	34	33	31	28	27	-9999	-9999	-9999
-9999	-9999	-9999	-9999	19	23	27	34	35	31	33	34	34	33	28	25	24	24	-9999	-9999	-9999
-9999	-9999	-9999	17	19	19	20	25	26	26	27	28	28	26	25	23	21	21	-9999	-9999	-9999
-9999	15	15	14	15	17	18	20	22	22	22	22	21	18	19	22	20	-9999	-9999	-9999	-9999
-9999	-9999	14	14	16	17	17	18	18	19	19	19	21	19	16	19	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	19	22	19	16	16	15	18	20	18	18	18	17	17	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	20	-9999	-9999	-9999	15	15	18	20	20	18	15	15	15	12	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	17	17	19	19	16	14	13	12	11	11	0	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	16	16	16	17	15	14	13	12	12	11	0	-9999
1964	4																			
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	18	19	19	18	18	17
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	29	29	24	18	-9999	-9999	20	18	18	17
-9999	-9999	-9999	-9999	-9999	-9999	-9999	25	26	22	25	30	28	24	23	27	25	18	16	19	18
-9999	-9999	-9999	-9999	-9999	-9999	-9999	-9999	25	21	24	29	26	25	30	34	28	19	-9999	18	18
-9999	-9999	-9999	-9999	-9999	-9999	19	21	21	20	24	26	24	24	28	28	25	22	19	18	-9999
-9999	-9999	-9999	-9999	-9999	-9999	-9999	20	21	21	23	22	21	21	22	21	23	23	20	-9999	-9999
-9999	-9999	-9999	-9999	-9999	18	19	21	20	20	20	20	19	19	20	21	23	24	-9999	-9999	-9999
-9999	-9999	-9999	-9999	15	18	20	20	20	19	19	18	17	18	19	21	23	23	-9999	-9999	-9999
